adapterConnected,createdAt,roomId,temperature,humidity,mq135Voltage,air_quality_ppm,dust_density_ug_m3,light_intensity_lux,pir,occupancy,ldr,current,power,energy_kWh,deviceTimestamp,timestamp,hour,dayOfWeek,health_score,environmental_health,energy_waste,anomaly_type
1,2026-03-29 07:00:00,Room106,28.7,64.5,1.59,140.0,77.9,139.0,1,Occupied,0,0.287275,3.4473,5.7e-05,2764800,1774767600,7,Sunday,43,Unhealthy,0,Normal
1,2026-03-29 08:00:00,Room101,32.0,63.9,1.14,90.0,40.7,315.3,0,Not Occupied,0,0.052692,0.6323,1.1e-05,2768400,1774771200,8,Sunday,73,Moderate,0,Normal
1,2026-03-29 08:00:00,Room102,29.5,71.4,1.27,104.0,42.1,301.4,1,Occupied,0,0.159145,1.90974,3.2e-05,2772000,1774771200,8,Sunday,45,Unhealthy,0,Normal
1,2026-03-29 08:00:00,Room103,28.2,66.9,1.6,138.0,54.7,282.2,1,Occupied,0,0.118194,1.41833,2.4e-05,2775600,1774771200,8,Sunday,50,Moderate,0,Normal
1,2026-03-29 08:00:00,Room104,29.7,60.4,1.1,85.0,15.8,351.8,0,Not Occupied,0,0.183854,2.20625,3.7e-05,2779200,1774771200,8,Sunday,88,Healthy,0,Normal
1,2026-03-29 08:00:00,Room105,28.6,70.2,1.53,140.0,36.2,583.9,1,Occupied,1,3.086028,37.03234,0.000617,2782800,1774771200,8,Sunday,52,Moderate,0,Normal
1,2026-03-29 08:00:00,Room106,32.2,61.4,1.33,107.0,35.4,269.6,0,Not Occupied,0,0.164807,1.97768,3.3e-05,2786400,1774771200,8,Sunday,50,Moderate,0,Normal
1,2026-03-29 09:00:00,Room101,30.7,61.7,1.11,82.0,44.3,451.2,0,Not Occupied,0,0.120052,1.44062,2.4e-05,2790000,1774774800,9,Sunday,73,Moderate,0,Normal
1,2026-03-29 09:00:00,Room102,31.4,65.3,1.17,80.0,36.4,419.8,0,Not Occupied,0,0.031806,0.38167,6e-06,2793600,1774774800,9,Sunday,73,Moderate,0,Normal
1,2026-03-29 09:00:00,Room103,30.2,62.8,1.3,102.0,46.2,335.3,0,Not Occupied,0,0.178637,2.14364,3.6e-05,2797200,1774774800,9,Sunday,43,Unhealthy,0,Normal
1,2026-03-29 09:00:00,Room104,28.1,59.7,1.02,63.0,24.4,390.9,0,Not Occupied,0,0.081447,0.97736,1.6e-05,2800800,1774774800,9,Sunday,100,Healthy,0,Normal
1,2026-03-29 09:00:00,Room105,28.8,64.5,1.23,96.0,36.4,360.5,0,Not Occupied,0,0.243375,2.9205,4.9e-05,2804400,1774774800,9,Sunday,88,Healthy,0,Normal
1,2026-03-29 09:00:00,Room106,33.4,61.5,1.31,104.0,49.7,357.7,0,Not Occupied,0,0.086013,1.03216,1.7e-05,2808000,1774774800,9,Sunday,58,Moderate,0,Normal
1,2026-03-29 10:00:00,Room101,33.6,59.9,1.49,126.0,61.2,467.9,1,Occupied,0,0.392656,6.62732,7.9e-05,2811600,1774778400,10,Sunday,55,Moderate,0,Normal
1,2026-03-29 10:00:00,Room102,29.9,63.9,0.99,64.0,27.5,528.6,0,Not Occupied,0,0.191911,2.30293,3.8e-05,2815200,1774778400,10,Sunday,80,Healthy,0,Normal
1,2026-03-29 10:00:00,Room103,31.5,59.8,1.37,121.0,50.2,513.9,1,Occupied,0,0.414278,4.97134,8.3e-05,2818800,1774778400,10,Sunday,47,Unhealthy,0,Normal
1,2026-03-29 10:00:00,Room104,29.8,62.5,0.87,53.0,21.8,456.3,0,Not Occupied,0,0.020376,0.24451,4e-06,2822400,1774778400,10,Sunday,88,Healthy,0,Normal
1,2026-03-29 10:00:00,Room105,29.6,62.0,1.12,91.0,39.6,498.6,0,Not Occupied,0,0.544014,2.22856,3.7e-05,2826000,1774778400,10,Sunday,88,Healthy,0,Normal
0,2026-03-29 10:00:00,Room106,31.7,64.0,1.75,150.0,46.2,467.4,1,Occupied,0,0.0,0.0,0.0,2829600,1774778400,10,Sunday,43,Unhealthy,0,Normal
1,2026-03-29 11:00:00,Room101,34.0,54.8,1.46,122.0,46.6,574.2,1,Occupied,0,0.302504,3.63005,6.1e-05,2833200,1774782000,11,Sunday,62,Moderate,0,Normal
1,2026-03-29 11:00:00,Room102,31.5,68.0,1.35,115.0,41.7,492.6,0,Not Occupied,0,0.109647,1.31576,2.2e-05,2836800,1774782000,11,Sunday,58,Moderate,0,Normal
1,2026-03-29 11:00:00,Room103,32.2,60.1,1.25,93.0,54.6,490.7,0,Not Occupied,0,0.079645,0.95574,1.6e-05,2840400,1774782000,11,Sunday,58,Moderate,0,Normal
1,2026-03-29 11:00:00,Room104,31.6,55.6,1.37,106.0,46.2,750.0,1,Occupied,1,2.104534,25.25441,0.000421,2844000,1774782000,11,Sunday,55,Moderate,0,Normal
1,2026-03-29 11:00:00,Room105,33.7,52.5,1.04,82.0,38.7,522.1,0,Not Occupied,0,0.225635,2.70762,4.5e-05,2847600,1774782000,11,Sunday,77,Healthy,0,Normal
1,2026-03-29 11:00:00,Room106,32.9,59.2,1.29,102.0,58.4,527.5,0,Not Occupied,0,0.073735,0.88482,1.5e-05,2851200,1774782000,11,Sunday,47,Unhealthy,0,Normal
1,2026-03-29 12:00:00,Room101,34.0,54.4,1.48,115.0,53.4,750.0,1,Occupied,1,3.027557,36.33068,0.000606,2854800,1774785600,12,Sunday,40,Unhealthy,0,Normal
1,2026-03-29 12:00:00,Room102,31.2,67.8,0.93,59.0,20.1,632.8,0,Not Occupied,0,0.079382,0.95258,0.0001065,2858400,1774785600,12,Sunday,65,Moderate,0,Normal
1,2026-03-29 12:00:00,Room103,32.5,59.5,1.35,96.0,24.2,586.4,0,Not Occupied,0,0.203467,2.4416,4.1e-05,2862000,1774785600,12,Sunday,77,Healthy,0,Normal
1,2026-03-29 12:00:00,Room104,31.4,69.6,1.34,111.0,31.1,529.2,0,Not Occupied,0,0.10454,1.25448,2.1e-05,2865600,1774785600,12,Sunday,50,Moderate,0,Normal
1,2026-03-29 12:00:00,Room105,31.3,59.2,1.31,107.0,50.0,568.5,1,Occupied,0,0.34999,4.19988,7e-05,2869200,1774785600,12,Sunday,47,Unhealthy,0,Normal
1,2026-03-29 12:00:00,Room106,34.8,62.2,1.26,102.0,37.6,581.8,0,Not Occupied,0,0.028384,0.34061,6e-06,2872800,1774785600,12,Sunday,35,Unhealthy,0,High Temperature
1,2026-03-29 13:00:00,Room101,33.4,54.4,1.2,96.0,39.9,570.3,0,Not Occupied,0,0.015201,0.18241,3e-06,2876400,1774789200,13,Sunday,77,Healthy,0,Normal
1,2026-03-29 13:00:00,Room102,31.3,65.7,1.03,69.0,28.0,573.8,0,Not Occupied,0,0.102453,1.22944,2e-05,2880000,1774789200,13,Sunday,65,Moderate,0,Normal
1,2026-03-29 13:00:00,Room103,33.0,64.9,1.42,120.0,41.3,502.5,0,Not Occupied,0,0.176183,2.1142,3.5e-05,2883600,1774789200,13,Sunday,50,Moderate,0,Normal
1,2026-03-29 13:00:00,Room104,29.8,62.4,0.97,64.0,34.5,578.5,0,Not Occupied,0,0.227663,2.73196,4.6e-05,2887200,1774789200,13,Sunday,80,Healthy,0,Normal
1,2026-03-29 13:00:00,Room105,32.0,51.6,1.15,84.0,42.9,1000.0,0,Not Occupied,0,0.057501,0.69001,1.2e-05,2890800,1774789200,13,Sunday,77,Healthy,0,Normal
1,2026-03-29 13:00:00,Room106,33.6,64.5,1.26,105.0,44.5,510.7,0,Not Occupied,0,0.190596,2.28715,3.8e-05,2894400,1774789200,13,Sunday,50,Moderate,0,Normal
0,2026-03-29 14:00:00,Room101,34.0,53.2,1.36,110.0,44.1,520.8,0,Not Occupied,0,0.0,0.0,0.0,2898000,1774792800,14,Sunday,62,Moderate,0,Normal
1,2026-03-29 14:00:00,Room102,32.6,64.5,1.35,97.0,46.2,467.7,1,Occupied,0,0.27123,3.25476,5.4e-05,2901600,1774792800,14,Sunday,58,Moderate,0,Normal
1,2026-03-29 14:00:00,Room103,32.6,62.5,1.58,134.0,51.6,497.8,1,Occupied,0,0.332705,3.99246,6.7e-05,2905200,1774792800,14,Sunday,43,Unhealthy,0,Normal
1,2026-03-29 14:00:00,Room104,31.7,62.8,1.16,90.0,36.6,516.3,0,Not Occupied,0,0.058107,0.69728,1.2e-05,2908800,1774792800,14,Sunday,65,Moderate,0,Normal
1,2026-03-29 14:00:00,Room105,32.0,64.4,1.26,95.0,33.0,492.1,0,Not Occupied,0,0.136397,1.63676,2.7e-05,2912400,1774792800,14,Sunday,73,Moderate,0,Normal
1,2026-03-29 14:00:00,Room106,29.5,64.1,1.67,159.0,73.5,491.7,1,Occupied,0,0.623704,7.48445,0.000125,2916000,1774792800,14,Sunday,28,Unhealthy,0,Poor Air Quality
1,2026-03-29 15:00:00,Room101,34.0,57.8,1.6,132.0,53.9,679.5,1,Occupied,1,1.641516,19.69819,0.000328,2919600,1774796400,15,Sunday,47,Unhealthy,0,Normal
1,2026-03-29 15:00:00,Room102,30.5,62.5,1.05,67.0,22.6,390.2,0,Not Occupied,0,0.06281,0.75372,1.3e-05,2923200,1774796400,15,Sunday,73,Moderate,0,Normal
1,2026-03-29 15:00:00,Room103,34.0,55.2,1.25,99.0,43.7,366.7,0,Not Occupied,0,0.244244,2.93093,4.9e-05,2926800,1774796400,15,Sunday,85,Healthy,0,Normal
1,2026-03-29 15:00:00,Room104,30.7,58.3,1.07,74.0,32.7,426.2,0,Not Occupied,0,0.23197,2.78364,4.6e-05,2930400,1774796400,15,Sunday,85,Healthy,0,Normal
1,2026-03-29 15:00:00,Room105,33.4,55.0,1.24,99.0,33.4,750.0,1,Occupied,1,1.595954,19.15145,0.000319,2934000,1774796400,15,Sunday,70,Moderate,0,Normal
1,2026-03-29 15:00:00,Room106,34.7,51.9,1.42,110.0,56.6,454.0,1,Occupied,0,0.21767,2.61204,4.4e-05,2937600,1774796400,15,Sunday,40,Unhealthy,0,High Temperature
1,2026-03-29 16:00:00,Room101,34.3,61.5,1.3,100.0,28.6,348.7,0,Not Occupied,0,0.166211,1.99453,3.3e-05,2941200,1774800000,16,Sunday,43,Unhealthy,0,High Temperature
1,2026-03-29 16:00:00,Room102,32.7,63.4,1.27,96.0,31.6,301.8,1,Occupied,0,0.761843,9.14212,0.000152,2944800,1774800000,16,Sunday,73,Moderate,0,Normal
1,2026-03-29 16:00:00,Room103,33.0,55.2,1.02,68.0,32.0,587.1,0,Not Occupied,1,2.191443,26.29732,0.000438,2948400,1774800000,16,Sunday,77,Healthy,1,Energy Waste
1,2026-03-29 16:00:00,Room104,31.0,67.5,1.42,117.0,101.4,312.7,0,Not Occupied,0,0.077598,0.93118,1.6e-05,2952000,1774800000,16,Sunday,28,Unhealthy,0,High Dust
1,2026-03-29 16:00:00,Room105,32.4,69.4,1.52,129.0,65.3,323.3,1,Occupied,0,0.676328,8.11594,0.000135,2955600,1774800000,16,Sunday,43,Unhealthy,0,Normal
1,2026-03-29 16:00:00,Room106,34.6,57.0,1.13,82.0,45.1,653.2,0,Not Occupied,1,1.190214,14.28257,0.000238,2959200,1774800000,16,Sunday,62,Moderate,1,Energy Waste
1,2026-03-29 17:00:00,Room101,33.1,62.4,1.24,97.0,43.6,150.3,0,Not Occupied,0,0.153501,1.84201,3.1e-05,2962800,1774803600,17,Sunday,65,Moderate,0,Normal
1,2026-03-29 17:00:00,Room102,31.9,58.3,1.44,123.0,19.0,159.5,1,Occupied,0,0.145468,6.62732,2.9e-05,2966400,1774803600,17,Sunday,62,Moderate,0,Normal
1,2026-03-29 17:00:00,Room103,31.8,59.6,1.17,86.0,46.2,134.0,0,Not Occupied,0,0.068441,0.82129,1.4e-05,2970000,1774803600,17,Sunday,70,Moderate,0,Normal
1,2026-03-29 17:00:00,Room104,29.5,62.2,1.26,98.0,41.1,150.7,1,Occupied,0,0.652116,7.82539,0.00013,2973600,1774803600,17,Sunday,80,Healthy,0,Normal
1,2026-03-29 17:00:00,Room105,33.0,62.6,1.43,125.0,55.7,604.7,1,Occupied,1,1.269613,15.23536,0.000254,2977200,1774803600,17,Sunday,35,Unhealthy,0,Normal
1,2026-03-29 17:00:00,Room106,33.7,61.0,1.58,110.0,58.8,576.2,1,Occupied,1,2.138954,25.66745,0.000428,2980800,1774803600,17,Sunday,35,Unhealthy,0,Normal
1,2026-03-29 18:00:00,Room101,33.5,60.5,1.14,79.0,36.0,10.4,0,Not Occupied,0,0.174913,2.09896,3.5e-05,2984400,1774807200,18,Sunday,58,Moderate,0,Normal
1,2026-03-29 18:00:00,Room102,29.4,65.4,1.08,77.0,89.3,9.3,0,Not Occupied,0,0.034954,0.41945,7e-06,2988000,1774807200,18,Sunday,58,Moderate,0,Normal
1,2026-03-29 18:00:00,Room103,30.3,67.2,1.49,124.0,43.9,32.4,1,Occupied,0,0.025052,0.30062,5e-06,2991600,1774807200,18,Sunday,43,Unhealthy,0,Normal
1,2026-03-29 18:00:00,Room104,29.5,62.2,1.72,160.0,30.9,41.7,0,Not Occupied,0,0.063144,0.75773,1.3e-05,2995200,1774807200,18,Sunday,43,Unhealthy,0,Poor Air Quality
1,2026-03-29 18:00:00,Room105,31.2,59.2,1.48,130.0,37.5,20.0,1,Occupied,0,0.119989,1.43987,2.4e-05,2998800,1774807200,18,Sunday,55,Moderate,0,Normal
1,2026-03-29 18:00:00,Room106,32.9,69.0,1.54,124.0,56.8,471.2,1,Occupied,1,3.80504,45.66048,0.000761,3002400,1774807200,18,Sunday,43,Unhealthy,0,Normal
1,2026-03-29 19:00:00,Room101,31.6,57.4,1.5,127.0,52.6,279.8,1,Occupied,1,1.483144,17.79773,0.000297,3006000,1774810800,19,Sunday,47,Unhealthy,0,Normal
1,2026-03-29 19:00:00,Room102,29.5,60.1,1.33,109.0,29.3,442.9,1,Occupied,1,2.959917,35.519,0.000592,3009600,1774810800,19,Sunday,58,Moderate,0,Normal
1,2026-03-29 19:00:00,Room103,31.8,66.2,1.46,132.0,56.6,367.4,1,Occupied,1,3.069373,36.83248,0.000614,3013200,1774810800,19,Sunday,43,Unhealthy,0,Normal
1,2026-03-29 19:00:00,Room104,28.5,66.7,1.25,94.0,28.5,32.3,1,Occupied,0,0.196656,2.35987,3.9e-05,3016800,1774810800,19,Sunday,73,Moderate,0,Normal
1,2026-03-29 19:00:00,Room105,29.8,65.7,1.32,104.0,50.3,296.0,1,Occupied,1,2.883487,34.60184,0.000577,3020400,1774810800,19,Sunday,50,Moderate,0,Normal
1,2026-03-29 19:00:00,Room106,31.2,67.5,1.46,116.0,89.0,19.2,0,Not Occupied,0,0.113673,1.36408,2.3e-05,3024000,1774810800,19,Sunday,28,Unhealthy,0,Normal
1,2026-03-29 20:00:00,Room101,29.3,69.0,1.53,124.0,57.9,333.7,1,Occupied,1,2.412077,28.94492,0.000482,3027600,1774814400,20,Sunday,58,Moderate,0,Normal
1,2026-03-29 20:00:00,Room102,28.5,64.5,1.35,106.0,53.1,360.45,1,Occupied,1,3.301072,39.61286,0.00066,3031200,1774814400,20,Sunday,58,Moderate,0,Normal
1,2026-03-29 20:00:00,Room103,30.6,64.1,1.38,112.0,54.7,440.2,1,Occupied,1,2.436795,29.24154,0.000487,3034800,1774814400,20,Sunday,43,Unhealthy,0,Normal
1,2026-03-29 20:00:00,Room104,27.6,65.0,1.49,126.0,44.3,278.5,1,Occupied,1,1.002632,12.03158,0.000201,3038400,1774814400,20,Sunday,65,Moderate,0,Normal
1,2026-03-29 20:00:00,Room105,28.4,67.7,1.37,112.0,43.5,22.9,0,Not Occupied,0,0.019134,0.22961,4e-06,3042000,1774814400,20,Sunday,58,Moderate,0,Normal
1,2026-03-29 20:00:00,Room106,29.9,58.8,1.32,103.0,59.4,353.0,1,Occupied,1,0.771627,9.25952,0.000154,3045600,1774814400,20,Sunday,70,Moderate,0,Normal
1,2026-03-29 21:00:00,Room101,28.3,59.8,1.25,101.0,42.1,42.7,0,Not Occupied,0,0.060938,0.73126,1.2e-05,3049200,1774818000,21,Sunday,70,Moderate,0,Normal
1,2026-03-29 21:00:00,Room102,28.4,59.7,1.14,84.0,10.9,30.2,0,Not Occupied,0,0.227437,2.72924,4.5e-05,3052800,1774818000,21,Sunday,85,Healthy,0,Normal
1,2026-03-29 21:00:00,Room103,29.1,65.8,1.35,136.0,67.5,331.4,1,Occupied,1,0.903912,10.84694,0.000181,3056400,1774818000,21,Sunday,58,Moderate,0,Normal
1,2026-03-29 21:00:00,Room104,27.7,62.6,1.35,95.0,118.7,357.8,1,Occupied,1,2.178232,26.13878,0.000436,3060000,1774818000,21,Sunday,58,Moderate,0,High Dust
1,2026-03-29 21:00:00,Room105,27.8,61.6,1.35,86.0,49.2,360.45,0,Not Occupied,0,0.246217,2.9546,4.9e-05,3063600,1774818000,21,Sunday,73,Moderate,0,Normal
1,2026-03-29 21:00:00,Room106,29.9,64.5,1.51,126.0,68.9,1.2,1,Occupied,0,0.78135,9.3762,0.000156,3067200,1774818000,21,Sunday,43,Unhealthy,0,Normal
1,2026-03-29 22:00:00,Room101,29.1,74.3,1.27,105.0,60.8,295.0,1,Occupied,1,3.188079,38.25695,0.000638,3070800,1774821600,22,Sunday,37,Unhealthy,0,Normal
1,2026-03-29 22:00:00,Room102,29.7,58.8,1.35,93.0,24.4,454.6,0,Not Occupied,1,3.772766,45.27319,0.000755,3074400,1774821600,22,Sunday,100,Healthy,1,Energy Waste
1,2026-03-29 22:00:00,Room103,27.8,66.4,1.37,111.0,34.3,377.2,1,Occupied,1,1.768976,21.22771,0.000354,3078000,1774821600,22,Sunday,73,Moderate,0,Normal
1,2026-03-29 22:00:00,Room104,27.8,63.0,1.4,121.0,50.4,396.4,1,Occupied,1,3.896512,46.75814,0.0001065,3081600,1774821600,22,Sunday,58,Moderate,0,Normal
1,2026-03-29 22:00:00,Room105,28.6,64.9,1.26,100.0,36.6,381.5,1,Occupied,1,3.463002,41.55602,0.000693,3085200,1774821600,22,Sunday,73,Moderate,0,Normal
1,2026-03-29 22:00:00,Room106,30.1,58.3,1.54,122.0,35.5,44.7,0,Not Occupied,0,0.051752,0.62102,1e-05,3088800,1774821600,22,Sunday,55,Moderate,0,Normal
1,2026-03-29 23:00:00,Room101,26.4,62.1,1.59,139.0,46.2,361.7,1,Occupied,1,3.779917,45.359,0.000756,3092400,1774825200,23,Sunday,73,Moderate,0,Normal
0,2026-03-29 23:00:00,Room102,26.5,78.1,1.16,81.0,49.9,286.6,1,Occupied,1,0.0,0.0,0.0,3096000,1774825200,23,Sunday,67,Moderate,0,Normal
1,2026-03-29 23:00:00,Room103,27.6,67.4,1.46,126.0,66.3,372.5,1,Occupied,1,2.778815,33.34578,0.000556,3099600,1774825200,23,Sunday,58,Moderate,0,Normal
1,2026-03-29 23:00:00,Room104,24.6,71.5,1.62,139.0,46.3,360.45,1,Occupied,1,3.24577,38.94924,0.000649,3103200,1774825200,23,Sunday,60,Moderate,0,Normal
1,2026-03-29 23:00:00,Room105,27.4,66.7,1.32,105.0,45.7,360.45,1,Occupied,1,2.60217,31.22604,0.00052,3106800,1774825200,23,Sunday,73,Moderate,0,Normal
1,2026-03-29 23:00:00,Room106,29.6,65.3,1.62,144.0,85.6,364.6,1,Occupied,1,2.10756,25.29072,0.0001065,3110400,1774825200,23,Sunday,58,Moderate,0,Normal
1,2026-03-30 00:00:00,Room101,27.6,65.5,1.76,154.0,49.2,424.0,1,Occupied,1,3.887576,46.65091,0.000778,3114000,1774828800,0,Monday,58,Moderate,0,Poor Air Quality
1,2026-03-30 00:00:00,Room102,27.3,66.8,1.41,118.0,54.8,297.2,1,Occupied,1,2.380758,28.5691,0.000476,3117600,1774828800,0,Monday,50,Moderate,0,Normal
1,2026-03-30 00:00:00,Room103,29.4,65.8,3.69,300.0,61.4,361.1,1,Occupied,1,3.620648,43.44778,0.000724,3121200,1774828800,0,Monday,58,Moderate,0,Poor Air Quality
1,2026-03-30 00:00:00,Room104,24.0,77.0,0.99,65.0,34.3,4.9,0,Not Occupied,0,0.082379,6.62732,1.6e-05,3124800,1774828800,0,Monday,60,Moderate,0,Normal
1,2026-03-30 00:00:00,Room105,25.6,69.2,1.46,122.0,49.1,403.2,1,Occupied,1,1.484279,17.81135,0.000297,3128400,1774828800,0,Monday,73,Moderate,0,Normal
1,2026-03-30 00:00:00,Room106,28.7,62.0,1.44,116.0,79.3,26.1,1,Occupied,0,0.142606,1.71127,2.9e-05,3132000,1774828800,0,Monday,43,Unhealthy,0,Normal
1,2026-03-30 01:00:00,Room101,29.5,66.6,1.46,126.0,55.8,379.3,1,Occupied,1,1.387981,16.65577,0.000278,3135600,1774832400,1,Monday,58,Moderate,0,Normal
1,2026-03-30 01:00:00,Room102,26.5,70.5,1.34,107.0,37.9,360.4,1,Occupied,1,0.701584,8.41901,0.00014,3139200,1774832400,1,Monday,60,Moderate,0,Normal
1,2026-03-30 01:00:00,Room103,26.5,69.4,1.21,93.0,63.6,327.9,1,Occupied,1,2.10814,25.29768,0.000422,3142800,1774832400,1,Monday,73,Moderate,0,Normal
1,2026-03-30 01:00:00,Room104,24.4,68.9,1.11,83.0,28.2,15.2,0,Not Occupied,0,0.231324,2.77589,4.6e-05,3146400,1774832400,1,Monday,73,Moderate,0,Normal
1,2026-03-30 01:00:00,Room105,26.1,69.2,1.4,118.0,43.2,394.1,1,Occupied,1,2.527227,30.32672,0.000505,3150000,1774832400,1,Monday,73,Moderate,0,Normal
1,2026-03-30 01:00:00,Room106,29.2,66.9,1.35,102.0,83.0,433.5,1,Occupied,1,3.195216,38.34259,0.000639,3153600,1774832400,1,Monday,58,Moderate,0,Normal
1,2026-03-30 02:00:00,Room101,25.6,72.0,1.59,135.0,53.6,351.8,1,Occupied,1,3.139113,37.66936,0.000628,3157200,1774836000,2,Monday,45,Unhealthy,0,Normal
1,2026-03-30 02:00:00,Room102,24.8,75.5,1.15,77.0,47.1,324.9,1,Occupied,1,1.895121,22.74145,0.000379,3160800,1774836000,2,Monday,75,Healthy,0,Normal
1,2026-03-30 02:00:00,Room103,26.2,64.5,1.62,136.0,64.4,418.7,1,Occupied,1,2.20359,26.44308,0.000441,3164400,1774836000,2,Monday,45,Unhealthy,0,Normal
1,2026-03-30 02:00:00,Room104,25.2,67.9,0.93,62.0,27.7,5.1,0,Not Occupied,0,0.159907,1.91888,3.2e-05,3168000,1774836000,2,Monday,73,Moderate,0,Normal
1,2026-03-30 02:00:00,Room105,26.6,68.2,1.38,117.0,43.6,304.0,1,Occupied,1,0.981617,11.7794,0.000196,3171600,1774836000,2,Monday,73,Moderate,0,Normal
1,2026-03-30 02:00:00,Room106,28.3,66.2,1.75,149.0,46.2,416.5,1,Occupied,1,1.704676,20.45611,0.000341,3175200,1774836000,2,Monday,58,Moderate,0,Normal
1,2026-03-30 03:00:00,Room101,25.3,73.8,1.38,108.0,30.8,37.4,0,Not Occupied,0,0.005785,0.06942,1e-06,3178800,1774839600,3,Monday,45,Unhealthy,0,Normal
1,2026-03-30 03:00:00,Room102,27.1,67.1,1.42,110.0,104.4,370.9,1,Occupied,1,3.25449,39.05388,0.0001065,3182400,1774839600,3,Monday,43,Unhealthy,0,High Dust
1,2026-03-30 03:00:00,Room103,26.0,67.4,1.16,91.0,38.7,462.9,1,Occupied,1,2.652101,31.82521,0.00053,3186000,1774839600,3,Monday,88,Healthy,0,Normal
1,2026-03-30 03:00:00,Room104,24.6,72.6,0.93,110.0,33.8,3.7,0,Not Occupied,0,0.16196,1.94352,3.2e-05,3189600,1774839600,3,Monday,60,Moderate,0,Normal
1,2026-03-30 03:00:00,Room105,25.9,63.2,2.23,214.0,56.8,309.0,1,Occupied,1,2.858523,34.30228,0.000572,3193200,1774839600,3,Monday,43,Unhealthy,0,Poor Air Quality
1,2026-03-30 03:00:00,Room106,28.2,67.4,1.43,112.0,44.9,305.4,1,Occupied,1,1.281078,15.37294,0.000256,3196800,1774839600,3,Monday,73,Moderate,0,Normal
1,2026-03-30 04:00:00,Room101,28.8,60.0,1.54,133.0,54.9,319.6,1,Occupied,1,3.696167,44.354,0.000739,3200400,1774843200,4,Monday,70,Moderate,0,Normal
1,2026-03-30 04:00:00,Room102,26.7,72.4,1.28,104.0,53.4,343.7,1,Occupied,1,2.1298,25.5576,0.000426,3204000,1774843200,4,Monday,45,Unhealthy,0,Normal
1,2026-03-30 04:00:00,Room103,25.9,75.2,1.75,148.0,71.3,393.1,1,Occupied,1,3.098984,37.18781,0.00062,3207600,1774843200,4,Monday,45,Unhealthy,0,Normal
1,2026-03-30 04:00:00,Room104,27.1,69.5,1.28,96.0,138.1,448.6,1,Occupied,1,1.83498,22.01976,0.000367,3211200,1774843200,4,Monday,58,Moderate,0,High Dust
1,2026-03-30 04:00:00,Room105,24.7,75.1,1.22,75.0,27.2,13.7,1,Occupied,0,0.16184,1.94208,3.2e-05,3214800,1774843200,4,Monday,60,Moderate,0,Normal
1,2026-03-30 04:00:00,Room106,27.5,65.8,1.48,127.0,46.2,450.6,1,Occupied,1,2.815047,33.78056,0.000563,3218400,1774843200,4,Monday,73,Moderate,0,Normal
1,2026-03-30 05:00:00,Room101,29.0,67.6,1.67,149.0,63.4,369.5,1,Occupied,1,1.679407,20.15288,0.000336,3222000,1774846800,5,Monday,58,Moderate,0,Normal
1,2026-03-30 05:00:00,Room102,28.4,63.4,1.56,133.0,43.1,360.45,1,Occupied,0,0.363926,4.36711,7.3e-05,3225600,1774846800,5,Monday,58,Moderate,0,Normal
1,2026-03-30 05:00:00,Room103,28.2,67.3,1.89,166.0,26.9,289.6,1,Occupied,0,2.630468,31.56562,0.000526,3229200,1774846800,5,Monday,50,Moderate,0,Poor Air Quality
1,2026-03-30 05:00:00,Room104,26.6,70.8,1.29,106.0,53.3,424.7,1,Occupied,1,3.426299,41.11559,0.000685,3232800,1774846800,5,Monday,45,Unhealthy,0,Normal
1,2026-03-30 05:00:00,Room105,28.6,73.1,1.49,125.0,52.9,405.1,1,Occupied,1,0.0,21.01922,0.00035,3236400,1774846800,5,Monday,45,Unhealthy,0,Normal
1,2026-03-30 05:00:00,Room106,28.1,61.6,1.27,99.0,39.2,360.45,0,Not Occupied,0,0.233656,2.80387,4.7e-05,3240000,1774846800,5,Monday,73,Moderate,0,Normal
1,2026-03-30 06:00:00,Room101,28.7,66.8,2.17,206.0,59.1,43.5,1,Occupied,0,0.540099,6.48119,0.000108,3243600,1774850400,6,Monday,28,Unhealthy,0,Poor Air Quality
1,2026-03-30 06:00:00,Room102,26.4,70.2,1.01,72.0,26.6,103.5,0,Not Occupied,0,0.063821,0.76585,1.3e-05,3247200,1774850400,6,Monday,60,Moderate,0,Normal
1,2026-03-30 06:00:00,Room103,26.7,67.2,1.2,94.0,52.7,19.2,0,Not Occupied,0,0.056781,0.68137,1.1e-05,3250800,1774850400,6,Monday,58,Moderate,0,Normal
1,2026-03-30 06:00:00,Room104,26.4,68.4,1.34,103.0,61.2,82.1,1,Occupied,0,0.798981,9.58777,0.00016,3254400,1774850400,6,Monday,43,Unhealthy,0,Normal
1,2026-03-30 06:00:00,Room105,28.2,67.4,1.35,104.0,46.2,0.0,1,Occupied,0,0.763014,9.15617,0.000153,3258000,1774850400,6,Monday,43,Unhealthy,0,Normal
1,2026-03-30 06:00:00,Room106,30.0,65.4,1.3,109.0,75.2,82.2,1,Occupied,0,0.77134,9.25608,0.000154,3261600,1774850400,6,Monday,43,Unhealthy,0,Normal
1,2026-03-30 07:00:00,Room101,31.3,55.8,1.28,104.0,39.3,149.8,0,Not Occupied,0,0.230763,2.76916,4.6e-05,3265200,1774854000,7,Monday,55,Moderate,0,Normal
1,2026-03-30 07:00:00,Room102,28.6,67.6,1.35,102.0,39.5,86.4,0,Not Occupied,0,0.09775,1.173,2e-05,3268800,1774854000,7,Monday,58,Moderate,0,Normal
